,PairID,SentencePair
258,f_pp_61,"['Tell him he has lost your friendship that you do not need an abusive friend.', 'do you really want a friend who treats women badly?tell him he has lost a friend and a wife']"
259,f_pp_62,"['Becky was the best singer and performed a great rendition of ""Because the Night"".', 'ALl i know is becky the one person who could sing and sung an awesome song because the night']"
260,f_pp_63,"['Additionally, be sure not to apply it too heavily. That is where many people make an error - by adding too much yeast.', ""Oh, and don't absolutely slather it on...thats where lots of people make their mistake...too much yeast!""]"
261,f_pp_64,"['Not knee high boots, but high heeled boots and a skirt. I think that would look nice.', 'not boot boots but it is high heel boots and a skirt thats sweet']"
262,f_pp_65,"['I have just learned that I am pregnant and I am blaming you.', 'I just found out I am pregnant and it is your fault!!!']"
263,f_pp_66,"['Six Flags has the best rides.', 'it is Six flags because they have the best rids!']"
264,f_pp_67,"['It seems like there is a lack of trust', ""Even if we don't mean there is a lack of trust......it comes across that way.""]"
265,f_pp_68,"['There was a lot of information that I did not find helpful at all.', 'It is, well...a whole bunch of stuff...ik ik that did not help at all...but so what?']"
266,f_pp_69,"['The best way would be to do it face to face.', 'It definitly has to be Face to Face.']"
267,f_pp_7,"['His appearance is improved by the addition of blond-colored hair and he possesses an attractive posterior!', 'He looks better with blond hair and he has a cute butt!!!']"
268,f_pp_70,"['My friends do not listen when I speak to them.', ""I tell my friends but they don't listen.""]"
269,f_pp_71,"['The movie that I saw earlier is quiet weird at first but then it got funnier toward the middle.', 'I just saw that movie today is kinda weir at first than it gets funny towards the middle']"
270,f_pp_72,"[""I do not know the best web search terms to find what you're looking for."", 'I do not know the best one try to google that hun!']"
271,f_pp_73,"['I have no inclination, however, I did put in a lot of effort and feel I should be voted as ""best answer"", humorously.', 'no idea but i tried so i deserve to be voted as best answer lmao']"
272,f_pp_74,"['It is up to your boyfriend to tell her.', 'Your bf should be the on telling her.']"
273,f_pp_75,"['If that event occurs, I do know where I want to move to.', ""If it does I know where I'm moving.""]"
274,f_pp_76,"['If you happen to see me before I return, please remind me to wait.', 'If you should see me before I get back...please ask me to wait.']"
275,f_pp_77,"['If you are interested in being able to download it I would recommend you look into software by limewire or ares.', 'well if you want to download it you can get limewire or ares..']"
276,f_pp_78,"['I do not believe you can get the single here.', ""I don't believe you get get it here as a single but probably online...I think...""]"
277,f_pp_79,"['Greyhound does a good job at transporting people to different places.', 'Greyhound is pretty good at getting you places you need to go.']"
278,f_pp_8,"['In my opinion it is fine.', 'I see nothing wrong with it!']"
279,f_pp_80,"['I find this amusing as a music loving person would never do such a thing.', 'LOL A music lover would NEVER do something like that.']"
280,f_pp_81,"['Yes. The worthiness at the end makes the difference.', 'sure i mean what makes the difference its worth it in the end.']"
281,f_pp_82,"['As I stated, allowing time would be the best advice.', 'But like I said the best advice is TIME.']"
282,f_pp_83,"['Yes he is, especially if she demands him to stop and he continues.', '2. yes he is especialy if she asks him to stop and he does not.']"
283,f_pp_84,"['I am not certain about this camp for adults, but it would be enjoyable.', ""I don't know about this adult camp, but that'd be pretty cool!""]"
284,f_pp_85,"['Ask him if he has someone and if he says no, then you should ask him out.', 'Ask him if he have someone and if he say no then ask him out.']"
285,f_pp_86,"['You need to act. Good luck.', 'U NEED TO DO SOMETHING ABOUT IT.GOOD LUCK.']"
286,f_pp_87,"['It does not matter whether the woman admits to liking you or not.', 'It doesnt matter if the girl admits if she likes u or not.']"
287,f_pp_88,"[""Christina Augulira, if that's how you spell it?"", 'cristina augulira(think thats how u spell it)']"
288,f_pp_89,"['If you do not, there is a reason why you do no.', ""If you don't, is there a reason you don't.""]"
289,f_pp_9,"['Have you any desire to be wed?', 'Do you want to get married??']"
290,f_pp_90,"['Provide for him kneading therapy, followed by a high temperature bathing session and a subsequent toweling off.', ':) Give him a massage and then a hot bath, gently washing his hair and toweling him off afterward.']"
291,f_pp_91,"['The answer is because you enjoy being in the presence of that person.', ""THE ANSWER IS B'CUZ YOU FEEL GOOD HAVING THAT PERSON WITH YOU.""]"
292,f_pp_92,"[""It's never been wrong for a woman to talk to a man."", 'Since when is it so wrong for a woman to talk tp a guy.']"
293,f_pp_93,"['One important piece of advice: do not have a friend do it.', ""One thing, don't have a friend do it.""]"
294,f_pp_94,"['It depends on whether or not the guy is nice.', 'it really depends on the guy - what kind of a person is he, is he nice, est.']"
295,f_pp_95,"['Do not fall for a girl, rather, let girls fall for you.', 'P.S : Dont fall for a girl.. let girls fall for you!!']"
296,f_pp_96,"['I will. That is a sad question.', 'i will :] lol haha jm wow wow.. sad question..']"
297,f_pp_97,"['He got what he had been asking for.', 'Because he got what he wanted.']"
298,f_pp_98,"['If he does not respond accordingly, continue to pursue someone else.', 'if he doesnt respond well then so what, you can find someone else']"
299,f_pp_99,"['You could try searching on the bigpond home page, which should likely have what you need and is a good site.', 'go to the bigpond home page its got exactly what your looking for and its good']"
300,f_r_0,"['go into a shop and try one', 'Get it repaired at a shop.']"
301,f_r_1,"['rock n roll all the way from the beatles to hawthorne hieghts all rock rocks', 'It is the best rock n roll band I have seen.']"
302,f_r_10,"['I think you need to wait until you become mature enough to handle this situation.', 'when u think ur mature enough to handle the drama that comes along with gettin involove with a guy!']"
303,f_r_100,"['Here is a list of my favorites.', ""Here's a list of rhyming words.""]"
304,f_r_101,"['maybe you should be interested in the older sister.', 'Please with your older sister or commit a similar action.']"
305,f_r_102,"['Her experience in answering questions could get her a position.', 'I am discovering this website and answering questions!']"
306,f_r_103,"['To get over to the other side.', 'To get to the toher side']"
307,f_r_104,"['Angelina Jolie sent her resume to me.', 'Angelina Jolie is the Ambassador for UNICEF.']"
308,f_r_105,"['Why do you not simply view his website?', 'You can go to the artists website and view the lyrics.']"
309,f_r_106,"['Her experience in answering questions could get her a position.', 'I enjoy answering your questions about guitar.']"
310,f_r_107,"['Its alot easier for couples to split.', 'Find couples to spend time with!']"
311,f_r_108,"['That is low quality and off limits.', 'That sounds like a quality work of are.']"
312,f_r_109,"[""It's like the battered wife syndrome."", 'My wife does this to me.']"
313,f_r_11,"['After some experience, I have decided that I would like cultural interaction in my marriage.', 'I am a participant in cultural interaction, and I wish to incorporate it into my marriage.']"
314,f_r_110,"['I have seen the movie many times.', ""Yeah, I've seen times like these before.""]"
315,f_r_111,"['Start thinking about your new wife', 'and God made the hen and the rooster; start thinking?']"
316,f_r_112,"['he got shot in the back,', 'No, House is shot during the finale.']"
317,f_r_113,"['Everyone wants to hang out with fun and interesting people.', 'Just nonchalantly ask her if she wants to hang out.']"
318,f_r_114,"['On the left, beneath the large squares, the words ""Good Luck"" appear.', 'It is on the left side, and below the big squares. Good Luck.']"
319,f_r_115,"['You should leave if you are there for your children.', 'Then, hurry up and leave quickly, and do not forget the children!']"
320,f_r_116,"['I have seen the movie many times.', 'I have seen them live a few times.']"
321,f_r_117,"['You need to leave her!', 'Leave the room and get outside.']"
322,f_r_118,"['I have this song stuck in my head.', 'Cherry bomb gets stuck in my head a lot.']"
323,f_r_119,"['Keep reading his bio at my source', 'I love reading as well']"
324,f_r_12,"['buy some velour or velvet and drape from the ceiling over spa or bed', 'The man in the bed next to you wants to buy your slippers!!!']"
325,f_r_120,"['Wife: How about some similar to mine?', 'The majority of their works sound similar.']"
326,f_r_121,"['Tell him to go to the local strip club.', 'Visit a strip club and/or acquire a prostitute.']"
327,f_r_122,"['Her husband has been acting strangely, so I should do some research on these strange phone numbers.', 'If you know that your husband is a cheater, call all the numbers in his phone..']"
328,f_r_123,"['Cotton hates Peggy and calls her ""hank\'s wife"" in order to disrespect her.', ""I'm friends with an ex that is married, and his wife hates it.""]"
329,f_r_124,"['Here is a good website to visit:', 'Visit their website to access free downloads.']"
330,f_r_125,"['They both look like their father.', 'His father denies that the Holocaust happened.']"
331,f_r_126,"[""why don't u just check out his website."", 'You should check out Disney in the Anomalies Unlimited website.']"
332,f_r_127,"[""You'll find it a block down the street around the corner on the right."", 'You dress like a prostitute who stands on the street corner.']"
333,f_r_128,"['Sit on him and move around.', 'Move on with your life.']"
334,f_r_129,"['It is a significant event, especially with a shy girl.', ""especially if he is shy and try's to hang out.""]"
335,f_r_13,"['My main concern is if they contain the meat I like.', ""Your mother's main concern should be over you.""]"
336,f_r_130,"['My work here is done.', 'I have never done that.']"
337,f_r_131,"['Please clarify...do you mean cheat their wives?', 'Same reason men cheat on wives.']"
338,f_r_132,"['Go to www.pandora.com and join the revolution.', 'try and join him in playing.']"
